px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
70.8263	24.8788	2.55423	0.221898	0.0415261	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.0362331	L
70.7834	24.8594	2.48129	0.198017	0.0078717	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.907008	R
72.9833	24.7535	2.32379	-0.113367	-0.214665	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	1.89251	L
73.0077	24.7639	2.34248	-0.109133	-0.211454	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.301352	R
75.0882	25.2034	2.14638	0.212084	0.145383	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	3.14571	L
75.063	25.1943	2.12011	0.20093	0.133717	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.20067	R
77.1424	24.9715	2.09707	-0.165439	-0.206488	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	1.35278	L
77.1473	24.9533	2.06915	-0.21703	-0.280491	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.486925	R
79.1255	24.9886	1.99695	-0.00147916	0.0544028	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	1.56723	L
79.1185	24.9872	1.97589	-0.0155371	0.0324612	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.16814	R
80.8595	24.8761	1.89039	-0.0600177	-0.0199121	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.453943	L
80.8778	24.8722	1.86425	-0.101088	-0.0860721	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.34889	R
82.6222	24.638	1.86221	-0.170725	-0.0751938	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.00145378	L
82.5983	24.6198	1.82568	-0.217806	-0.136397	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.339761	R
84.2151	24.5184	1.72171	-0.0869681	0.033929	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.750563	L
84.2112	24.5158	1.70988	-0.0992887	0.0164988	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.0606113	R
85.6827	23.8389	1.66295	-0.505057	-0.262391	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	1.11524	L
85.7252	23.8622	1.69735	-0.464006	-0.218309	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.678394	R
87.0203	23.4546	1.49179	-0.403293	-0.0567878	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	2.19704	L
87.1018	23.4864	1.51917	-0.363142	-0.0416678	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	3.33345	R
88.7106	22.8231	1.73542	-0.390185	-0.0218296	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	2.19525	L
88.6574	22.7956	1.69368	-0.467581	-0.104986	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	0.792312	R
89.6556	22.2334	1.37033	-0.59024	-0.148222	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	4.92262	L
89.6752	22.2388	1.37364	-0.596573	-0.16866	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	0.382947	R
90.5713	21.6182	1.22354	-0.695275	-0.135637	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.993644	L
90.654	21.6541	1.26558	-0.568754	-0.0103809	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.67267	R
91.7102	21.1045	1.25726	-0.459714	0.0657769	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.0785674	L
91.7635	21.1217	1.26949	-0.442582	0.0557272	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	1.83655	R
92.8754	20.9212	1.20086	-0.123195	0.217613	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.454392	L
92.9212	20.9421	1.18896	-0.118245	0.193434	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.64112	R
93.6275	20.2745	0.946358	-0.620922	-0.216143	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	5.76712	L
93.6613	20.3021	0.98821	-0.546465	-0.138699	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	0.54698	R
95.0867	19.7336	1.41636	-0.258181	0.17431	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	9.95762	L
94.9546	19.6865	1.30827	-0.481216	-0.0244858	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	4.27986	R
95.6833	19.5981	0.927038	-0.263325	0.0956901	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	6.65297	L
95.6698	19.5938	0.91758	-0.275949	0.0857852	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.0566815	R
96.3229	19.1816	0.842099	-0.498018	-0.0985067	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	0.824522	L
96.3558	19.1951	0.871909	-0.449063	-0.0554072	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.360487	R
97.3978	18.7657	1.11003	-0.369356	0.0400807	97.5286	18.727	97.45	18.506	0.868716	-0.503009	2.90245	L
97.3958	18.7616	1.10399	-0.388489	0.0206741	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	0.073389	R
98.2422	18.3676	1.05045	-0.415569	-0.00884948	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.162764	L
98.2524	18.3666	1.04576	-0.434164	-0.0367215	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.269691	R
99.0222	17.42	1.14735	-1.04212	-0.367439	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	1.57635	L
99.0499	17.4793	1.16197	-0.811264	-0.118888	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	1.82303	R
99.9744	16.9443	1.11146	-0.533434	0.122186	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.928566	L
100.043	16.9629	1.12877	-0.47662	0.14983	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.99544	R
101.149	16.5486	1.22185	-0.247242	0.196636	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.495101	L
101.13	16.542	1.18572	-0.297272	0.139287	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.344191	R
102.335	16.397	1.26666	-0.0102406	0.226558	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.463928	L
102.265	16.3812	1.18868	-0.0637683	0.179454	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.5352	R
103.112	15.4361	1.02051	-0.904873	-0.414985	103.003	15.353	103.119	15.4967	1.11708	-0.508169	5.57115	L
103.072	15.4981	1.03235	-0.7004	-0.182536	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	3.57007	R
104.065	15.2137	1.02044	-0.271052	0.19345	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	1.98283	L
104.058	15.2034	1.05713	-0.251342	0.226782	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	1.19596	R
105.371	14.5099	1.40699	-0.575968	-0.109827	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	5.8766	L
105.362	14.5215	1.4113	-0.527708	-0.0534416	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.296525	R
106.762	14.0512	1.50684	-0.260438	0.155389	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	1.05452	L
106.721	14.0411	1.49195	-0.280249	0.147922	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	0.849745	R
108.079	13.6665	1.50691	-0.199492	0.105801	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0244674	L
108.094	13.672	1.52855	-0.179431	0.128885	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0910587	R
109.528	13.5676	1.53726	0.007231	0.165005	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.0197137	L
109.497	13.5612	1.51272	-0.00303572	0.157155	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.356424	R
111.038	12.6436	1.56105	-0.73448	-0.397411	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	3.17238	L
111.119	12.7267	1.66538	-0.532519	-0.157467	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	3.73053	R
112.854	12.4495	1.68999	-0.0517977	0.274678	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	2.45165	L
112.862	12.4466	1.71356	-0.0457815	0.283378	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.144685	R
114.702	12.5438	1.88534	0.189168	0.237158	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	1.5287	L
114.725	12.5477	1.89345	0.191255	0.237115	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.370313	R
116.678	12.1459	1.86846	-0.266281	-0.206633	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	1.96501	L
116.722	12.1842	1.95782	-0.192857	-0.107634	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	1.41274	R
118.842	12.0043	2.14168	-0.0523496	0.0781359	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	2.1189	L
118.852	12.007	2.15316	-0.0471782	0.0838303	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.0447014	R
120.744	12.281	2.05741	0.226167	0.209264	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.544405	L
120.782	12.2797	2.10136	0.220525	0.200129	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.441078	R
123.319	12.7677	2.52329	0.19494	0.0117966	123.568	12.8297	122.95	12.5114	2.29835	0.246599	9.87245	L
123.281	12.7664	2.476	0.206314	0.0258627	123.142	12.7694	122.95	12.5114	2.29835	0.246599	0.469561	R
125.111	12.8316	2.08847	0.0370827	-0.0967279	124.894	12.7743	125.242	12.8125	2.37624	0.369827	7.65592	L
125.19	12.8522	2.21636	0.0493359	-0.077985	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.73379	R
127.689	13.3042	2.49754	0.254334	0.128328	127.853	13.3273	127.609	13.2365	2.44434	0.495787	4.6078	L
127.668	13.2951	2.50159	0.23809	0.107184	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.489123	R
129.962	13.7093	2.47036	0.197423	0.00889128	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.149958	L
130.013	13.7116	2.49547	0.191767	0.00484463	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.39218	R
132.144	14.5045	2.41552	0.402612	0.148027	132.092	14.507	132.53	14.458	2.55028	0.74543	0.589491	L
132.21	14.4933	2.49785	0.35552	0.0792423	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.43295	R
134.925	15.0149	2.74013	0.0967681	-0.175922	135.074	15.0475	135.066	15.2513	2.58865	0.863795	3.91241	L
134.939	15.0091	2.7273	0.0875158	-0.185461	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.431551	R
137.547	16.1792	2.75916	0.538892	0.257665	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.94258	L
137.59	16.1488	2.83877	0.463163	0.139828	137.653	16.5145	137.639	16.1592	2.61821	0.974442	1.21262	R
140.291	17.013	2.88168	0.266486	-0.112424	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.830414	L
140.307	17.0142	2.89675	0.260648	-0.119711	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0835399	R
142.902	17.9821	2.88954	0.35295	0.0305675	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.253639	L
142.871	17.9756	2.87745	0.343996	0.0142079	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.660133	R
145.389	19.1529	2.89086	0.477888	0.0995544	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.0843456	L
145.468	19.1491	2.96227	0.438738	0.0451789	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.9256	R
148.183	20.4475	3.08624	0.448687	0.0111358	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.811495	L
148.173	20.4528	3.06433	0.471707	0.0493463	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.200377	R
150.675	22.1007	3.10075	0.639725	0.133715	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.124167	L
150.691	22.0853	3.13008	0.585239	0.0422999	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.551072	R
153.402	23.4942	3.13979	0.435145	-0.103775	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.276556	L
153.38	23.4945	3.10589	0.461266	-0.0604776	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.281507	R
156.049	24.8074	3.10455	0.434109	-0.0360659	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.0070432	L
156.021	24.8151	3.04857	0.479711	0.0391518	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.754756	R
158.847	26.0121	3.14451	0.362235	-0.0801268	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.673327	L
158.871	26.0143	3.15241	0.361198	-0.0757655	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.383422	R
161.464	27.4277	3.07989	0.525512	0.0973606	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.679374	L
161.471	27.438	3.06903	0.549702	0.139109	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.343585	R
163.72	28.8363	2.86125	0.627039	0.113228	163.625	28.7683	164.155	28.8064	2.64354	1.28825	2.17806	L
163.815	28.835	2.93126	0.569275	0.0357846	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.34393	R
166.7	30.152	3.14874	0.325141	-0.186112	166.828	30.2062	166.809	30.0721	2.63006	1.22694	3.35223	L
166.67	30.1452	3.08823	0.35083	-0.14384	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.740797	R
169.182	31.3814	2.95624	0.440181	0.0180462	169.097	31.3717	169.452	31.2706	2.61238	1.15075	1.3364	L
169.184	31.3834	2.95094	0.446509	0.0290537	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.0506238	R
172.089	32.317	3.09449	0.237012	-0.151964	172.175	32.3404	172.079	32.3873	2.58945	1.06126	1.45825	L
172.085	32.3117	3.05363	0.239345	-0.145055	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.696282	R
174.703	33.4544	2.96523	0.420432	0.082636	174.643	33.4625	174.685	33.4095	2.56021	0.960341	1.04934	L
174.665	33.46	2.90872	0.448488	0.127906	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.563746	R
177.11	34.2603	2.73488	0.335039	-0.0323849	177.03	34.2009	177.261	34.3262	2.52363	0.850119	1.8456	L
177.099	34.2581	2.70435	0.343991	-0.0170081	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.248286	R
179.973	35.0913	3.00208	0.23214	-0.085751	180.145	35.1423	179.799	35.1289	2.47883	0.732949	4.77602	L
179.885	35.0742	2.87401	0.251716	-0.0587848	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.89058	R
182.58	35.7468	2.90879	0.224052	-0.0362751	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.0677832	L
182.485	35.7316	2.78463	0.234677	-0.0215188	182.047	36.2626	182.292	35.8114	2.42515	0.611338	3.00095	R
184.816	36.5268	2.64214	0.344338	0.0707857	184.732	36.5155	184.73	36.37	2.36226	0.487877	1.14886	L
184.775	36.532	2.56267	0.375114	0.118127	184.833	36.1451	184.73	36.37	2.36226	0.487877	1.2209	R
187.016	36.9907	2.41454	0.205781	-0.0752761	186.946	36.9404	187.103	36.804	2.29017	0.365145	1.49823	L
187.056	36.9954	2.44206	0.19731	-0.0830502	187.296	36.9375	187.103	36.804	2.29017	0.365145	0.658795	R
189.427	37.3978	2.50716	0.13237	-0.0678945	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.223741	L
189.437	37.3953	2.47495	0.127133	-0.0757002	189.738	36.951	189.401	37.1147	2.20928	0.245623	1.11367	R
191.747	37.5655	2.45605	0.0306466	-0.0906542	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.0218128	L
191.704	37.5478	2.38771	0.00474713	-0.128364	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.8359	R
193.608	37.2799	2.15509	-0.227566	-0.215092	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	2.98253	L
193.606	37.2813	2.15749	-0.222925	-0.207769	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.0129939	R
195.919	37.3761	2.23074	0.122771	0.189348	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	2.22266	L
195.829	37.3653	2.11777	0.0897522	0.154664	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.60943	R
197.744	37.7298	2.08352	0.275172	0.177321	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.0625469	L
197.697	37.7247	2.02868	0.277702	0.183097	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.726612	R
199.438	37.3832	1.72952	-0.172681	-0.217716	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	6.02352	L
199.425	37.3816	1.7207	-0.17026	-0.215235	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0691643	R
201.395	37.0186	1.98298	-0.228712	-0.0765249	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	3.80056	L
201.319	36.9849	1.91342	-0.30303	-0.159998	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	1.71748	R
202.98	36.4443	1.86976	-0.373684	-0.10557	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.10395	L
202.927	36.4185	1.81701	-0.451928	-0.206099	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.874383	R
204.146	36.0901	1.45356	-0.418525	-0.0843103	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	6.01305	L
204.129	36.0858	1.47379	-0.383282	-0.0189998	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.54283	R
