px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.5575	-4.00554	-2.71745	-2.24851	0.288808	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.218373	L
10.6576	-3.89143	-2.72152	-2.24364	0.267434	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.123071	R
10.7514	-3.76898	-2.72701	-2.22736	0.268763	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.02555	L
10.7998	-3.61977	-2.7185	-2.13516	0.418805	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	4.09165	R
10.8737	-3.48606	-2.7215	-2.10701	0.424037	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.0575934	L
10.9816	-3.39338	-2.72585	-2.16049	0.276157	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	4.0698	R
11.0536	-3.25447	-2.747	-2.13462	0.287335	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.545277	L
11.0955	-3.09884	-2.74565	-2.04945	0.421016	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.39511	R
11.1591	-2.94379	-2.76209	-2.01597	0.430813	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.356756	L
11.2094	-2.79482	-2.76539	-1.97066	0.469301	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.389729	R
11.2633	-2.63372	-2.78351	-1.93566	0.477579	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.368943	L
11.1982	-2.42856	-2.78998	-1.71238	0.859353	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	25.0596	R
11.2067	-2.27194	-2.79005	-1.65839	0.866364	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.133785	L
11.3225	-2.17026	-2.74624	-1.79723	0.498969	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	23.9072	R
11.3535	-2.01064	-2.75892	-1.76663	0.500514	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.152815	L
11.3594	-1.85452	-2.7614	-1.70777	0.559828	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.66696	R
11.3699	-1.69762	-2.76579	-1.67108	0.565424	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.115734	L
11.3058	-1.54151	-2.7753	-1.53448	0.771831	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	8.15624	R
11.2915	-1.39477	-2.78271	-1.49079	0.776034	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.127903	L
11.2421	-1.23721	-2.79233	-1.39837	0.87228	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	1.76396	R
11.2021	-1.09995	-2.77613	-1.3447	0.880615	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.31559	L
11.0766	-0.956486	-2.81247	-1.16779	1.13674	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	13.3328	R
11.0088	-0.811487	-2.83161	-1.10587	1.13834	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.501466	L
10.9633	-0.675753	-2.80724	-1.09215	1.03935	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	2.51219	R
10.8843	-0.543507	-2.80482	-1.0319	1.04313	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.0255865	L
10.7858	-0.417024	-2.81618	-0.947573	1.09713	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.732932	R
10.6845	-0.30504	-2.80616	-0.879662	1.10757	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.15116	L
10.5156	-0.207573	-2.86078	-0.71452	1.308	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	10.2443	R
10.3843	-0.118762	-2.85429	-0.633355	1.31972	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.149414	L
10.2932	-0.0253893	-2.80756	-0.610332	1.22944	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	3.54335	R
10.1589	0.0351647	-2.78856	-0.528064	1.25118	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.398308	L
10.0128	0.0980622	-2.79561	-0.442496	1.27902	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.374929	R
9.86533	0.129164	-2.77591	-0.350764	1.30933	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.522275	L
9.71345	0.166531	-2.77781	-0.267057	1.32647	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.253905	R
9.55642	0.158647	-2.75587	-0.160045	1.3732	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0.890645	L
9.40137	0.171308	-2.75977	-0.0775062	1.38252	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.139479	R
9.24886	0.170563	-2.75789	0.00442889	1.39032	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.0190987	L
9.09798	0.166135	-2.75618	0.0791273	1.38758	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0468159	R
8.95039	0.181032	-2.76302	0.126851	1.34971	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.393774	L
8.8286	0.125207	-2.67906	0.230778	1.40058	8.90199	0.247143	8.85	0.25	-1.81847	0	7.42829	R
8.69828	0.139375	-2.67167	0.259128	1.34089	8.76016	0.263752	8.75	0.25	-1.81846	0	1.18191	L
8.52225	0.183163	-2.7635	0.235789	1.1878	8.46355	0.258809	8.55	0.25	-3.6326	0	11.5958	R
8.37324	0.175245	-2.76324	0.271962	1.15077	8.35367	0.252596	8.35	0.25	-3.6326	0	0.396778	L
8.22072	0.147176	-2.77147	0.318258	1.12683	8.05161	0.241868	8.2	0.25	-2.72841	0	0.543867	R
8.07374	0.140471	-2.76518	0.339419	1.0764	8.05411	0.247878	8.05	0.25	-2.72842	0	0.75005	L
7.92616	0.102976	-2.76725	0.382221	1.05492	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.455233	R
7.77989	0.0723996	-2.7641	0.412845	1.02096	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.395249	L
7.63587	0.0367772	-2.77101	0.434417	0.967621	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.9825	R
7.4924	-0.00872265	-2.76883	0.467329	0.942765	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.262475	L
7.33124	-0.0120931	-2.80275	0.429715	0.803891	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	4.91844	R
7.19825	-0.0457772	-2.79559	0.446081	0.775527	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.393096	L
7.09547	-0.14439	-2.75321	0.5451	0.87939	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	4.51904	R
6.96484	-0.205604	-2.74487	0.576374	0.859331	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.207402	L
6.85672	-0.308919	-2.73103	0.658496	0.923498	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	1.11764	R
6.74278	-0.390312	-2.72035	0.700097	0.913717	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.138435	L
6.65187	-0.507752	-2.70869	0.787821	0.981575	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.998667	R
6.54841	-0.604944	-2.70202	0.833662	0.973015	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.0873731	L
6.50819	-0.786891	-2.69997	1.01129	1.19117	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	7.22835	R
6.43677	-0.920131	-2.70225	1.08123	1.19583	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.0326461	L
6.38726	-1.05666	-2.70968	1.16303	1.2308	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.258801	R
6.33958	-1.19541	-2.72049	1.23165	1.23582	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.233077	L
6.29224	-1.31794	-2.71485	1.27496	1.19896	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.414104	R
6.25608	-1.44573	-2.71235	1.33356	1.19829	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0144234	L
6.26343	-1.60687	-2.73736	1.46333	1.32791	6.24787	-1.61119	6.25	-1.6	0	-2.99288	3.26884	R
6.25044	-1.74476	-2.74018	1.52843	1.32563	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0156588	L
6.29036	-1.91632	-2.76883	1.66923	1.45174	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	3.41634	R
6.31772	-2.06469	-2.76444	1.75312	1.4574	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.0579345	L
6.32654	-2.19687	-2.72181	1.78002	1.3499	6.53066	-2.26346	6.35	-2.2	0	-2.72782	3.98856	R
6.36408	-2.3412	-2.72106	1.85509	1.35107	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.00168899	L
6.37259	-2.47815	-2.69002	1.87311	1.24532	6.27034	-2.51837	6.35	-2.55	0	-3.63689	3.08577	R
6.40335	-2.63591	-2.71169	1.92554	1.22036	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.718026	L
6.46135	-2.78616	-2.73334	1.99759	1.23119	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.581966	R
6.50523	-2.94511	-2.75873	2.04238	1.19731	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	1.00583	L
6.5563	-3.08681	-2.75165	2.0795	1.14685	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.918272	R
6.6082	-3.24134	-2.77311	2.11554	1.10924	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.879189	L
6.66912	-3.37854	-2.75745	2.14468	1.05109	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.47738	R
6.72486	-3.53324	-2.77878	2.1691	1.00594	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.02001	L
6.79005	-3.67141	-2.77193	2.19379	0.956498	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.03184	R
6.84302	-3.83335	-2.79621	2.20085	0.896147	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.54858	L
6.89836	-3.96893	-2.76753	2.20435	0.821221	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	2.37601	R
6.95102	-4.1318	-2.7886	2.2017	0.758959	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	1.45301	L
7.05895	-4.27116	-2.83848	2.25791	0.792301	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.57915	R
7.12308	-4.43326	-2.85888	2.25428	0.7313	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	1.30902	L
7.19367	-4.56551	-2.83672	2.26003	0.678507	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	1.4077	R
7.24587	-4.73419	-2.85335	2.23876	0.604169	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	1.71541	L
7.30004	-4.85605	-2.81315	2.22552	0.531497	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	3.05034	R
7.35176	-4.99445	-2.81696	2.21445	0.484567	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.768711	L
7.45871	-5.11286	-2.87536	2.26924	0.548681	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.06616	R
7.51728	-5.25881	-2.88617	2.25388	0.494814	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.924209	L
7.56525	-5.3834	-2.80807	2.22437	0.39841	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	8.47323	R
7.63197	-5.52782	-2.81042	2.2156	0.360178	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.455846	L
7.72173	-5.65216	-2.82505	2.23909	0.374241	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.22922	R
7.80028	-5.79356	-2.83137	2.23633	0.345184	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.237965	L
7.84744	-5.91878	-2.75412	2.19987	0.249956	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	9.02662	R
7.91872	-6.04848	-2.75008	2.19736	0.230081	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.204729	L
8.01832	-6.17141	-2.77582	2.22458	0.258798	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.33996	R
8.09214	-6.31246	-2.78213	2.2148	0.229409	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.235611	L
8.20125	-6.44024	-2.81693	2.24303	0.258851	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.42176	R
8.27927	-6.585	-2.82667	2.23159	0.227444	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.297372	L
8.33323	-6.70716	-2.75885	2.19998	0.151983	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.64728	R
8.39638	-6.84185	-2.7542	2.18428	0.122724	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.368978	L
8.46419	-6.96663	-2.73658	2.17376	0.0970779	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.694932	R
8.51712	-7.11525	-2.73961	2.14422	0.0548386	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0.469128	L
8.62187	-7.24268	-2.77976	2.17541	0.106352	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.53259	R
8.68642	-7.39616	-2.79198	2.15155	0.0706624	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.395659	L
8.73555	-7.53018	-2.74278	2.11116	-0.00558879	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	5.01276	R
8.80329	-7.65932	-2.73799	2.10428	-0.0135931	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.0859003	L
8.90491	-7.78574	-2.77631	2.13779	0.0476985	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.03787	R
8.9752	-7.92512	-2.78075	2.12702	0.0317589	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.0690734	L
9.06048	-8.05079	-2.80519	2.13861	0.0513092	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.815414	R
9.10854	-8.19265	-2.81299	2.11067	0.0148715	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.355181	L
9.13315	-8.32816	-2.7412	2.04643	-0.0970152	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	9.06248	R
9.18705	-8.46522	-2.73726	2.02937	-0.111193	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.135465	L
9.25504	-8.59942	-2.74109	2.02701	-0.104017	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.0509612	R
9.29984	-8.74669	-2.7433	2.00092	-0.128155	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.171147	L
9.36176	-8.88493	-2.74724	1.99495	-0.12446	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.059268	R
9.40017	-9.03466	-2.74943	1.96633	-0.150078	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.207211	L
9.46937	-9.16167	-2.77054	1.98205	-0.107986	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.958684	R
9.49627	-9.31255	-2.78293	1.94678	-0.14251	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.39976	L
9.5513	-9.45526	-2.78582	1.94024	-0.138624	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0567843	R
9.58672	-9.61271	-2.79378	1.91306	-0.161197	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.165488	L
9.64284	-9.7442	-2.80605	1.91989	-0.133562	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.420622	R
9.6672	-9.89417	-2.81698	1.88982	-0.160392	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.265042	L
9.69014	-10.0266	-2.79976	1.85776	-0.20113	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.676021	R
9.73406	-10.1573	-2.7979	1.85269	-0.195376	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0120061	L
9.72878	-10.3066	-2.75988	1.77867	-0.306444	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.50489	R
9.7608	-10.4532	-2.75899	1.76393	-0.30404	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.00212451	L
9.81641	-10.6039	-2.77801	1.78124	-0.246192	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.04731	R
9.84794	-10.7528	-2.77806	1.76842	-0.24535	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.000473289	L
9.84831	-10.8892	-2.76146	1.72155	-0.305708	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.12805	R
9.86302	-11.0306	-2.76626	1.70148	-0.310876	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0267731	L
9.87742	-11.164	-2.76443	1.68749	-0.305724	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.372772	R
9.876	-11.3136	-2.77585	1.65743	-0.321763	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.174382	L
9.89797	-11.4528	-2.78457	1.6596	-0.287121	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.462974	R
9.88773	-11.6049	-2.7973	1.62682	-0.307096	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.252682	L
9.79435	-11.7498	-2.74531	1.47275	-0.549408	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	14.9416	R
9.77221	-11.8932	-2.73876	1.43934	-0.553693	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.122222	L
9.72805	-12.0428	-2.73521	1.37572	-0.61312	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.810817	R
9.68507	-12.1848	-2.73139	1.33363	-0.622999	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.168536	L
9.6394	-12.3278	-2.72971	1.29044	-0.637195	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.0829068	R
9.58474	-12.4706	-2.73121	1.24764	-0.645455	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.0710044	L
9.45382	-12.5915	-2.71832	1.09817	-0.847497	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	7.1241	R
9.37905	-12.712	-2.70862	1.0476	-0.853483	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.221179	L
9.21269	-12.7976	-2.71147	0.861146	-1.11228	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	10.8203	R
9.1017	-12.8898	-2.71157	0.790685	-1.12781	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0.466047	L
8.94697	-12.97	-2.72091	0.656974	-1.25505	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	2.8104	R
8.82989	-13.0434	-2.70597	0.585796	-1.26114	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.305442	L
8.71238	-13.1236	-2.69798	0.534353	-1.2259	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.410751	R
8.57715	-13.1867	-2.69503	0.460777	-1.23315	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.125256	L
8.38323	-13.1779	-2.73253	0.256343	-1.49711	8.27267	-12.996	8.4	-13.15	-2.99683	0	12.9662	R
8.25204	-13.198	-2.72391	0.177233	-1.50406	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.131641	L
8.13013	-13.243	-2.68661	0.159509	-1.37616	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	4.29982	R
7.97955	-13.2593	-2.68936	0.0815895	-1.37749	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.0276655	L
7.83547	-13.2739	-2.68922	0.0138687	-1.36579	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.241035	R
7.67791	-13.2674	-2.69755	-0.065185	-1.3672	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.166407	L
7.54981	-13.27	-2.68455	-0.107169	-1.31677	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.626875	R
7.40506	-13.2523	-2.69723	-0.173448	-1.31315	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.21228	L
7.2536	-13.2026	-2.71568	-0.27543	-1.36883	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.862525	R
7.10129	-13.1595	-2.72742	-0.348459	-1.36284	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.144454	L
6.96315	-13.1182	-2.7079	-0.396403	-1.30813	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.3737	R
6.79268	-13.0851	-2.74705	-0.441912	-1.26767	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.46243	L
6.66689	-13.0291	-2.75301	-0.501253	-1.26431	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.330256	R
6.50865	-12.9861	-2.79292	-0.535696	-1.22137	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.54156	L
6.37906	-13.0002	-2.67926	-0.467635	-0.973131	6.27012	-13.1139	6.25	-13.05	-1.81729	0	24.0224	R
6.22163	-12.9615	-2.70157	-0.490286	-0.932752	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.803061	L
6.09372	-12.8659	-2.7286	-0.575415	-0.996185	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.47256	R
5.94426	-12.801	-2.74942	-0.607216	-0.966272	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.487161	L
5.82765	-12.7416	-2.73409	-0.629017	-0.922007	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.743175	R
5.67683	-12.6892	-2.76469	-0.637902	-0.874526	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	1.17558	L
5.55532	-12.6506	-2.72122	-0.619542	-0.765715	5.45236	-12.7392	5.45	-12.7	-2.00001	1	4.35224	R
5.42114	-12.5909	-2.73637	-0.633202	-0.73542	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.430511	L
5.31327	-12.5004	-2.74776	-0.682094	-0.758579	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.281368	R
5.1909	-12.4218	-2.75964	-0.705864	-0.740865	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.18169	L
5.07641	-12.3353	-2.7518	-0.735751	-0.727068	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.708536	R
4.96057	-12.2361	-2.75527	-0.770164	-0.720315	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.0202344	L
4.87655	-12.0878	-2.82432	-0.877516	-0.848212	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	9.11447	R
4.7811	-11.9771	-2.83157	-0.916161	-0.842933	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.0695092	L
4.69723	-11.8771	-2.79999	-0.940057	-0.808187	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	1.88013	R
4.62385	-11.7591	-2.79732	-0.986542	-0.815715	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0197795	L
4.5474	-11.6213	-2.84265	-1.04755	-0.852319	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.91504	R
4.50536	-11.4833	-2.83392	-1.11442	-0.8826	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.280446	L
4.43978	-11.3394	-2.87278	-1.1656	-0.893711	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.82079	R
4.41187	-11.1903	-2.87034	-1.23609	-0.925533	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.295134	L
4.41068	-11.0551	-2.77923	-1.31848	-0.972453	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.57241	R
4.39127	-10.9096	-2.76945	-1.38208	-0.986425	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.21463	L
4.36645	-10.7702	-2.77793	-1.42944	-0.981778	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.123264	R
4.37899	-10.6306	-2.76982	-1.50222	-1.01215	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.393868	L
4.4491	-10.4966	-2.70583	-1.63803	-1.14876	4.44716	-10.5583	4.45	-10.55	0	2.00041	7.74263	R
4.45516	-10.3745	-2.69545	-1.68708	-1.14067	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.237603	L
4.47467	-10.2409	-2.69593	-1.74479	-1.14182	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0132924	R
4.5145	-10.1109	-2.69376	-1.81233	-1.15467	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.115424	L
4.50721	-9.96664	-2.70473	-1.81296	-1.05154	4.56608	-10.005	4.55	-10	0	2.72717	2.09984	R
4.54967	-9.82595	-2.70287	-1.87294	-1.05443	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0169545	L
4.60703	-9.68613	-2.70303	-1.94235	-1.0726	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.0700579	R
4.68421	-9.54666	-2.71128	-2.01616	-1.08782	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.216898	L
4.67543	-9.40565	-2.71631	-1.96976	-0.914742	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	5.25847	R
4.75645	-9.27536	-2.73263	-2.0331	-0.930689	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.508209	L
4.88119	-9.17283	-2.73529	-2.16346	-1.07323	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	3.75495	R
4.97359	-9.05714	-2.74628	-2.22512	-1.07964	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.173181	L
4.97955	-8.92221	-2.72429	-2.15206	-0.850341	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.25382	R
5.07313	-8.79865	-2.74491	-2.20155	-0.853162	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.495096	L
5.19772	-8.6961	-2.74981	-2.29493	-0.933004	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.4556	R
5.31253	-8.58301	-2.76011	-2.35225	-0.937215	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.15721	L
5.34559	-8.44631	-2.73989	-2.28583	-0.727044	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	7.91313	R
5.4552	-8.33047	-2.76573	-2.32612	-0.725743	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.701317	L
5.56283	-8.23089	-2.77647	-2.37847	-0.757369	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.637019	R
5.67881	-8.1236	-2.7989	-2.41754	-0.754297	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.512673	L
5.74201	-7.99784	-2.78372	-2.37224	-0.594545	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	4.96073	R
5.84439	-7.89928	-2.78752	-2.40095	-0.59284	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0184275	L
5.93432	-7.79132	-2.7857	-2.40165	-0.537795	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.675783	R
6.03887	-7.69044	-2.79302	-2.42491	-0.532924	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.098932	L
6.14549	-7.58042	-2.79052	-2.43141	-0.488122	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.408322	R
6.25907	-7.47732	-2.79112	-2.45435	-0.48402	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.0533879	L
