px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.38474	-7.39958	-2.80409	-2.51631	-0.56504	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	2.29063	R
6.50852	-7.30679	-2.82148	-2.54187	-0.559937	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.292704	L
6.64681	-7.22894	-2.82712	-2.58957	-0.592985	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.226141	R
6.7748	-7.15112	-2.82138	-2.62103	-0.592598	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.0432698	L
6.85572	-7.04184	-2.79339	-2.56544	-0.424856	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	5.90466	R
6.97048	-6.96604	-2.79131	-2.58521	-0.423594	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.0166167	L
7.1076	-6.89283	-2.79407	-2.61803	-0.440208	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.137068	R
7.24317	-6.80004	-2.80751	-2.63284	-0.428593	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.303211	L
7.34235	-6.68231	-2.78273	-2.56744	-0.249014	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	6.86383	R
7.47029	-6.58992	-2.78858	-2.57498	-0.241801	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.0978932	L
7.59396	-6.50377	-2.78435	-2.57829	-0.222535	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.100802	R
7.71275	-6.43188	-2.76821	-2.59263	-0.226073	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.244916	L
7.86432	-6.38478	-2.77806	-2.65939	-0.332103	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	2.19124	R
7.99081	-6.32183	-2.76531	-2.67896	-0.334453	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.157225	L
8.07348	-6.21597	-2.73516	-2.61205	-0.172835	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	5.93103	R
8.1814	-6.14726	-2.7257	-2.61792	-0.170572	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.175189	L
8.30792	-6.06771	-2.72408	-2.61806	-0.152539	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.0666401	R
8.44014	-5.98867	-2.72934	-2.62422	-0.149814	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.0255507	L
8.5483	-5.909	-2.72262	-2.60738	-0.102265	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.474351	R
8.6619	-5.83897	-2.72014	-2.61091	-0.100683	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.0218301	L
8.79387	-5.78708	-2.72929	-2.64616	-0.157846	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.7826	R
8.91858	-5.70619	-2.74383	-2.64517	-0.147605	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.239889	L
9.02206	-5.61272	-2.73188	-2.59558	-0.0331422	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	3.56248	R
9.14139	-5.52276	-2.74608	-2.58614	-0.0205369	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.286753	L
9.24372	-5.40649	-2.73425	-2.5249	0.0960493	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	2.89522	R
9.36376	-5.30119	-2.74357	-2.50786	0.109082	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.251729	L
9.46419	-5.18392	-2.73685	-2.45481	0.196244	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	1.51972	R
9.57406	-5.07929	-2.73781	-2.43696	0.203958	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.111447	L
9.69065	-5.00978	-2.73989	-2.46303	0.133813	9.62802	-5.02338	9.65	-5	1.99604	0.998028	1.00877	R
9.79009	-4.92758	-2.73093	-2.45644	0.133903	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.0968647	L
9.88347	-4.81085	-2.7201	-2.40147	0.227314	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	1.89043	R
9.98596	-4.72085	-2.70592	-2.39288	0.223567	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.185232	L
10.0698	-4.59516	-2.69766	-2.32867	0.324773	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	2.05621	R
10.1655	-4.47941	-2.69904	-2.30488	0.331106	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.0775394	L
10.2599	-4.36602	-2.69792	-2.28367	0.334529	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.102146	R
10.3546	-4.25447	-2.69612	-2.26559	0.33431	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.00297547	L
10.4436	-4.15071	-2.69882	-2.24948	0.335309	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.155529	R
10.531	-4.02778	-2.71608	-2.22583	0.341533	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.285745	L
10.647	-3.94171	-2.72553	-2.26824	0.226704	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	2.70146	R
10.734	-3.81896	-2.74101	-2.24857	0.234548	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.280307	L
10.7621	-3.66793	-2.73028	-2.12833	0.444833	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	9.03575	R
10.836	-3.52832	-2.7529	-2.09701	0.453137	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.513037	L
10.9473	-3.43764	-2.75572	-2.15673	0.291429	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	5.15895	R
11.0261	-3.30878	-2.77067	-2.1381	0.294726	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.212191	L
11.0565	-3.16247	-2.76683	-2.04663	0.442381	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	4.49768	R
11.1234	-3.02079	-2.78692	-2.0197	0.446139	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.381064	L
11.1193	-2.83895	-2.78986	-1.87212	0.685349	11.1386	-2.78926	11.15	-2.8	0	2.73104	11.1225	R
11.1582	-2.68393	-2.7958	-1.82963	0.68995	11.141	-2.65084	11.15	-2.65	0	2.73102	0.0766292	L
11.1648	-2.52039	-2.80014	-1.74336	0.782982	11.1042	-2.54354	11.15	-2.55	0	1.81785	1.59608	R
11.1826	-2.38508	-2.78051	-1.70189	0.783759	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.353719	L
11.2892	-2.28695	-2.75158	-1.81922	0.473885	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	18.8815	R
11.3269	-2.13507	-2.77302	-1.79469	0.471816	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.429224	L
11.3371	-1.97888	-2.77515	-1.73602	0.534989	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.793725	R
11.3585	-1.83517	-2.76723	-1.70709	0.535377	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0560114	L
11.3736	-1.68407	-2.76754	-1.67078	0.550353	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.0744029	R
11.3815	-1.53247	-2.76633	-1.63744	0.553683	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0325558	L
11.3149	-1.36955	-2.77394	-1.49664	0.771082	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	8.6878	R
11.2907	-1.22228	-2.76701	-1.44864	0.777652	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.143895	L
11.1859	-1.0619	-2.79197	-1.28357	1.01735	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	10.7701	R
11.1242	-0.918514	-2.78809	-1.21862	1.02735	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.264828	L
11.0552	-0.788468	-2.79456	-1.14536	1.06712	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.481984	R
10.986	-0.659498	-2.79869	-1.08707	1.07147	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.11554	L
10.8665	-0.537537	-2.8313	-0.959927	1.21217	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	4.71197	R
10.7774	-0.413782	-2.8436	-0.898456	1.21027	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.187793	L
10.6852	-0.294255	-2.83498	-0.845766	1.18331	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.202522	R
10.5712	-0.19812	-2.81922	-0.770718	1.19816	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.294259	L
10.4268	-0.116047	-2.86208	-0.643091	1.3302	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	5.48585	R
10.2999	-0.0386921	-2.86202	-0.56887	1.33878	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.145533	L
10.2014	0.0343673	-2.81488	-0.539212	1.26436	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	3.36007	R
10.0663	0.068234	-2.79105	-0.450378	1.30028	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0.898897	L
9.92891	0.122761	-2.78768	-0.373689	1.31182	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.512587	R
9.77485	0.141973	-2.77089	-0.276318	1.34641	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0.585602	L
9.62288	0.167149	-2.80068	-0.187458	1.38191	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	1.38081	R
9.47987	0.177708	-2.79816	-0.108308	1.39465	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.0745521	L
9.34884	0.168374	-2.70993	-0.033707	1.38301	9.22819	0.16178	9.35	0.15	-1.81963	0	8.46391	R
9.20563	0.161288	-2.70254	0.0462505	1.38998	9.24456	0.139817	9.25	0.15	-1.81962	0	0.102752	L
9.06472	0.166275	-2.73194	0.103762	1.37293	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.870729	R
8.93606	0.17707	-2.73292	0.145514	1.3389	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.378267	L
8.79787	0.174168	-2.7534	0.192218	1.30993	8.84168	0.257617	8.8	0.25	-2.99995	0	0.680904	R
8.66412	0.172222	-2.75519	0.23192	1.27672	8.65606	0.24536	8.65	0.25	-2.99994	0	0.333873	L
8.52281	0.158891	-2.77351	0.272884	1.24237	8.43549	0.247188	8.5	0.25	-2.99323	0	0.625268	R
8.3847	0.154899	-2.77593	0.301146	1.19846	8.34184	0.250769	8.35	0.25	-2.9932	0	0.661627	L
8.24197	0.121175	-2.77253	0.352472	1.18079	8.27073	0.243988	8.2	0.25	-2.73233	0	0.285598	R
8.09169	0.120559	-2.76853	0.366194	1.11685	8.03847	0.260731	8.05	0.25	-2.73234	0	1.37382	L
7.95224	0.10431	-2.7839	0.380034	1.05355	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.27301	R
7.81193	0.0779328	-2.78695	0.405854	1.01919	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.636953	L
7.65326	0.0732609	-2.82197	0.38804	0.90875	7.46173	0.143776	7.6	0.15	-2.99599	0	4.13746	R
7.51311	0.0529582	-2.81718	0.400988	0.868874	7.45455	0.149294	7.45	0.15	-2.99596	0	0.748226	L
7.40232	-0.0375835	-2.77097	0.498796	0.962289	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	5.40846	R
7.26698	-0.0693527	-2.75205	0.514414	0.918559	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0.9335	L
7.12062	-0.101593	-2.75982	0.50535	0.820754	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	2.76768	R
6.98086	-0.165436	-2.76113	0.537995	0.805225	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.193034	L
6.92657	-0.334543	-2.70296	0.727825	1.05994	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	16.7081	R
6.82102	-0.414768	-2.68712	0.770832	1.04373	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.332871	L
6.65501	-0.403874	-2.69693	0.648229	0.739349	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	14.7177	R
6.55002	-0.497468	-2.70382	0.692426	0.746639	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0865431	L
6.4947	-0.669825	-2.69061	0.858421	0.963826	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	9.39274	R
6.4106	-0.798413	-2.69484	0.924589	0.978519	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.263992	L
6.37554	-0.964919	-2.70557	1.07163	1.1499	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	4.39075	R
6.32172	-1.09934	-2.71271	1.1403	1.16089	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.277369	L
6.25628	-1.23893	-2.71978	1.19798	1.14796	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.25228	R
6.21086	-1.39149	-2.72844	1.26851	1.15376	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.225319	L
6.26181	-1.60945	-2.77706	1.50456	1.46949	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	16.6811	R
6.27205	-1.76047	-2.76872	1.59367	1.48051	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.284586	L
6.27486	-1.89087	-2.75647	1.6527	1.45138	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.26697	R
6.30233	-2.02881	-2.75358	1.73294	1.46006	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.172081	L
6.31036	-2.16499	-2.72226	1.76739	1.36857	6.45002	-2.23466	6.35	-2.2	0	-2.72856	2.58849	R
6.34372	-2.31433	-2.72714	1.84157	1.36563	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.036494	L
6.40014	-2.46503	-2.74247	1.93154	1.39072	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.460843	R
6.45622	-2.61043	-2.75008	2.00524	1.38482	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0843464	L
6.45736	-2.73263	-2.65874	1.97672	1.18338	6.46538	-2.81029	6.45	-2.8	0	-2.72732	15.1931	R
6.5044	-2.87819	-2.67229	2.02728	1.16227	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.335167	L
6.56393	-3.02104	-2.69453	2.08694	1.16327	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.98085	R
6.61228	-3.18255	-2.72648	2.11763	1.11507	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.63247	L
6.66643	-3.32411	-2.7174	2.14073	1.04902	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.85136	R
6.71828	-3.49123	-2.75279	2.15702	0.990811	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.04325	L
6.76934	-3.63174	-2.73043	2.16329	0.908714	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	2.63447	R
6.81955	-3.79938	-2.76071	2.16691	0.846305	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	1.82951	L
6.85999	-3.93755	-2.71987	2.15354	0.745231	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	4.01376	R
6.90828	-4.10564	-2.74705	2.14762	0.683833	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	1.61694	L
6.93133	-4.23155	-2.68819	2.11159	0.560525	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	6.50841	R
6.98314	-4.37045	-2.70291	2.11456	0.528198	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0.483076	L
7.07732	-4.49281	-2.75237	2.1735	0.594578	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	3.51312	R
7.14252	-4.63771	-2.7762	2.17694	0.560064	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0.921524	L
7.19013	-4.75518	-2.73727	2.16473	0.490762	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	2.72336	R
7.25994	-4.88385	-2.7487	2.17537	0.47281	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.225852	L
7.32479	-5.01383	-2.72717	2.17318	0.42613	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.12983	R
7.38649	-5.16509	-2.74069	2.16507	0.38665	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0.572751	L
7.49753	-5.28399	-2.80857	2.22931	0.473858	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.68807	R
7.56415	-5.43	-2.83013	2.22018	0.432472	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0.90001	L
7.61566	-5.54641	-2.78283	2.20024	0.361844	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.20059	R
7.68036	-5.67821	-2.791	2.1955	0.33348	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.271021	L
7.77778	-5.80709	-2.81666	2.22393	0.356496	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.3229	R
7.8554	-5.95824	-2.83252	2.21621	0.32246	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0.518525	L
7.90465	-6.083	-2.76179	2.18274	0.2337	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	8.03164	R
7.9776	-6.22208	-2.76717	2.17745	0.211486	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.140135	L
8.06699	-6.34732	-2.77024	2.19042	0.213588	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.028578	R
8.15767	-6.46739	-2.76867	2.20502	0.217046	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.00505315	L
8.26762	-6.59194	-2.80005	2.23567	0.249367	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.22576	R
8.35227	-6.72256	-2.80338	2.23674	0.23406	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.0628463	L
8.4334	-6.84651	-2.78193	2.23223	0.205155	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.0685	R
8.50035	-6.99159	-2.78747	2.21214	0.167094	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.36447	L
8.57924	-7.12063	-2.77827	2.20579	0.143998	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.373693	R
8.62991	-7.28326	-2.78961	2.16589	0.0860535	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0.836071	L
8.70958	-7.40309	-2.79829	2.17036	0.0884701	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.121437	R
8.77712	-7.52956	-2.80185	2.16126	0.0721257	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.0720846	L
8.85037	-7.65951	-2.7917	2.15289	0.0536807	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.233135	R
8.90716	-7.81065	-2.79706	2.12537	0.016904	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.341237	L
8.97224	-7.94425	-2.78306	2.10941	-0.00948809	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.369704	R
9.0164	-8.10511	-2.79158	2.0709	-0.0550316	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0.522163	L
9.07952	-8.24058	-2.7823	2.05698	-0.0726521	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.146179	R
9.15322	-8.36906	-2.77827	2.05796	-0.066854	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0252098	L
9.23588	-8.48935	-2.80311	2.07962	-0.022099	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.48369	R
9.28121	-8.62678	-2.8067	2.05573	-0.0491236	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.214606	L
9.34534	-8.75073	-2.81047	2.05512	-0.0436783	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.20051	R
9.39149	-8.89516	-2.82096	2.0306	-0.0700051	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.249807	L
9.4176	-9.03884	-2.77397	1.97231	-0.164369	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.19056	R
9.46806	-9.17813	-2.76986	1.95771	-0.171177	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.0737546	L
9.51905	-9.31808	-2.76574	1.94373	-0.177889	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.0930681	R
9.56501	-9.46112	-2.76411	1.92714	-0.18601	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.0432748	L
9.62512	-9.60509	-2.77214	1.92487	-0.172899	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.163998	R
9.67486	-9.75003	-2.77383	1.91301	-0.175569	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.00397906	L
9.74998	-9.8856	-2.80334	1.93683	-0.119725	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.69951	R
9.78314	-10.0267	-2.80845	1.9152	-0.137739	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.110811	L
9.78849	-10.1725	-2.76687	1.84969	-0.238056	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.15748	R
9.80316	-10.3341	-2.77501	1.81224	-0.266192	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.262141	L
9.84709	-10.4801	-2.78204	1.81173	-0.240296	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.316724	R
9.87547	-10.6332	-2.78546	1.79199	-0.24766	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0216223	L
9.86885	-10.7842	-2.75933	1.72673	-0.337407	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.38416	R
9.87781	-10.9384	-2.76176	1.69719	-0.349941	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.0657527	L
9.88158	-11.0893	-2.75534	1.66047	-0.37951	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.196902	R
9.87698	-11.2453	-2.75893	1.62608	-0.394675	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.107741	L
9.89592	-11.3853	-2.76743	1.62325	-0.364596	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.255718	R
9.89087	-11.5329	-2.77686	1.59531	-0.374685	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.100606	L
9.85251	-11.6852	-2.76009	1.51677	-0.478127	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.63795	R
9.8156	-11.8458	-2.77017	1.46937	-0.500976	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.305951	L
9.76079	-11.9947	-2.76008	1.38971	-0.593023	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	1.57998	R
9.71041	-12.1481	-2.76697	1.34157	-0.60951	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.193667	L
9.61103	-12.2861	-2.7554	1.22012	-0.765579	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	4.08281	R
9.55542	-12.413	-2.74109	1.17689	-0.769037	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.32589	L
9.40588	-12.5282	-2.73425	1.00655	-0.997361	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	8.26225	R
9.33197	-12.6342	-2.7125	0.955747	-0.997199	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.515915	L
9.18599	-12.7385	-2.72525	0.80817	-1.16888	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	5.0213	R
9.07329	-12.8297	-2.71478	0.736579	-1.17899	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.346264	L
8.96786	-12.9266	-2.70863	0.685359	-1.15322	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.228063	R
8.85031	-13.0051	-2.69776	0.617899	-1.16036	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.208281	L
8.73118	-13.0873	-2.69185	0.565773	-1.13493	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.431856	R
8.59308	-13.1607	-2.69772	0.497153	-1.13956	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.119102	L
8.39997	-13.1717	-2.73316	0.303704	-1.39027	8.43462	-13.263	8.4	-13.15	-2.72644	0	11.4803	R
8.2564	-13.2004	-2.72441	0.222125	-1.39798	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.146075	L
8.10314	-13.2022	-2.74361	0.105857	-1.48569	8.10139	-13.1447	8.1	-13.15	-3.00083	0	1.53814	R
7.96444	-13.2028	-2.74004	0.0256251	-1.49285	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.109935	L
7.84227	-13.2427	-2.69539	0.0229908	-1.34098	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	5.39936	R
7.68497	-13.246	-2.70688	-0.0489759	-1.33525	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.126462	L
7.52497	-13.2071	-2.73414	-0.169963	-1.4279	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	2.19189	R
7.37553	-13.1699	-2.73487	-0.253068	-1.43249	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.0594085	L
7.24377	-13.1658	-2.69202	-0.269859	-1.31491	7.19553	-13.2012	7.2	-13.15	-2.73035	0	4.03892	R
7.09334	-13.1302	-2.70381	-0.335217	-1.30377	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.130482	L
6.95722	-13.1039	-2.68133	-0.368577	-1.23366	6.87644	-13.2105	6.85	-13.15	-3.63616	0	1.4322	R
6.79098	-13.0719	-2.71493	-0.412982	-1.19823	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.05067	L
6.65833	-13.0914	-2.63061	-0.357015	-0.971858	6.53838	-13.1322	6.55	-13.15	-1.81656	0	15.7699	R
6.50733	-13.0661	-2.64607	-0.385568	-0.940178	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.592984	L
6.36951	-13.0198	-2.64082	-0.419492	-0.907385	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.380742	R
6.21841	-12.9783	-2.65899	-0.449079	-0.881412	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.399006	L
6.09093	-12.86	-2.70832	-0.570763	-1.01456	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	5.29584	R
5.94081	-12.7972	-2.73119	-0.603354	-0.984883	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.544942	L
5.81467	-12.7429	-2.70041	-0.614612	-0.910974	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.05119	R
5.65813	-12.6856	-2.7272	-0.629274	-0.866695	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0.950369	L
5.5373	-12.5825	-2.75145	-0.696834	-0.906663	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	1.02342	R
5.37635	-12.5103	-2.78581	-0.708092	-0.857608	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.26515	L
5.25757	-12.4167	-2.7835	-0.745355	-0.842958	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.13757	R
5.12064	-12.3275	-2.80004	-0.768056	-0.81337	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.363688	L
5.01919	-12.2379	-2.79465	-0.799495	-0.800149	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.174364	R
4.91031	-12.1416	-2.80377	-0.829032	-0.786719	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.0982795	L
